"SourceMarket","TradeGood","Category","SellArea","Price","MarketSignal","SourceUrl"
"Japan","Japanese Paper","Wares","Oceania","9072","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","Persia","27216","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","Southeast Asia","9072","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","The Balkans","38556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","The British Isles","51408","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","The Near East","38556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","The Netherlands","38556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","Turkey","38556","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","W Coast of Latin America","23436","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese Paper","Wares","West Africa","27972","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","Arabia","22560","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","Atlantic Ocean","24440","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","Caribbean Sea","38540","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","E Coast of Latin America","34780","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","East Africa","23500","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","Germany","38540","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","Iberia","38540","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","India","18800","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","Indo-China","9400","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","Italy and Southern France","47940","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","North Africa","29140","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","North America","24440","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","Northern Europe","38540","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","Northern France","47940","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","Oceania","9400","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","Persia","21620","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","Southeast Asia","9400","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","The Balkans","38540","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","The British Isles","38540","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","The Near East","38540","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","The Netherlands","38540","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","Turkey","38540","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","W Coast of Latin America","24440","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Japanese-style Painting","Artwork","West Africa","19740","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","Arabia","21312","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","Atlantic Ocean","25752","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","Caribbean Sea","40848","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","E Coast of Latin America","33744","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","East Africa","23088","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","Germany","40848","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","Iberia","40848","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","India","18648","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","Indo-China","8880","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","Italy and Southern France","40848","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","North Africa","29304","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","North America","25752","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","Northern Europe","51504","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","Northern France","40848","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","Oceania","8880","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","Persia","20424","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","Southeast Asia","8880","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","The Balkans","40848","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","The British Isles","40848","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","The Near East","40848","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","The Netherlands","40848","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","Turkey","51504","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","W Coast of Latin America","25752","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Lacquerware","Crafts","West Africa","27528","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","Arabia","21560","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","Atlantic Ocean","25480","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","Caribbean Sea","40180","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","E Coast of Latin America","35280","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","East Africa","21560","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","Germany","40180","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","Iberia","40180","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","India","18620","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","Indo-China","8820","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","Italy and Southern France","40180","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","North Africa","29400","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","North America","25480","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","Northern Europe","40180","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","Northern France","40180","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","Oceania","8820","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","Persia","21560","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","Southeast Asia","8820","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","The Balkans","40180","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","The British Isles","51940","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","The Near East","40180","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","The Netherlands","51940","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","Turkey","40180","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","W Coast of Latin America","25480","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nishijin Fabric","Fabrics","West Africa","27440","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","Arabia","20280","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","Atlantic Ocean","24180","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","Caribbean Sea","39780","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","E Coast of Latin America","35880","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","East Africa","24180","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","Germany","39780","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","Iberia","39780","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","India","17940","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","Indo-China","9360","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","Italy and Southern France","51480","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","North Africa","29640","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","North America","24180","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","Northern Europe","39780","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","Northern France","39780","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","Oceania","9360","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","Persia","20280","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","Southeast Asia","9360","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","The Balkans","39780","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","The British Isles","39780","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","The Near East","37440","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","The Netherlands","51480","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","Turkey","47580","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","W Coast of Latin America","24180","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Nut Galls","Dyes","West Africa","26520","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","Arabia","2616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","Atlantic Ocean","60168","Very high price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","Caribbean Sea","2616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","E Coast of Latin America","2616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","East Africa","2616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","Germany","9156","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","Iberia","9156","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","India","2616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","Indo-China","2616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","Italy and Southern France","60168","Very high price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","North Africa","2616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","North America","2616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","Northern Europe","9156","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","Northern France","9156","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","Oceania","2616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","Persia","2616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","Southeast Asia","2616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","The Balkans","9156","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","The British Isles","60168","Very high price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","The Near East","9156","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","The Netherlands","9156","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","Turkey","60168","Very high price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","W Coast of Latin America","2616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Paper lantern","Sundries","West Africa","2616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","Arabia","19296","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","Atlantic Ocean","26532","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","Caribbean Sea","36984","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","E Coast of Latin America","36984","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","East Africa","24924","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","Germany","36984","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","Iberia","36984","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","India","24924","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","Indo-China","9648","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","Italy and Southern France","36984","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","North Africa","29748","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","North America","24924","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","Northern Europe","36984","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","Northern France","36984","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","Oceania","9648","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","Persia","19296","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","Southeast Asia","9648","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","The Balkans","36984","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","The British Isles","36984","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","The Near East","36984","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","The Netherlands","50652","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","Turkey","36984","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","W Coast of Latin America","24924","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Ramie","Fibres","West Africa","26532","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","Arabia","0","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","Atlantic Ocean","27608","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","Caribbean Sea","39032","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","E Coast of Latin America","34272","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","East Africa","34272","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","Germany","51408","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","Iberia","39032","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","India","0","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","Indo-China","7616","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","Italy and Southern France","39032","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","North Africa","0","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","North America","22848","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","Northern Europe","39032","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","Northern France","51408","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","Oceania","0","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","Persia","0","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","Southeast Asia","0","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","The Balkans","39032","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","The British Isles","39032","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","The Near East","0","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","The Netherlands","39032","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","Turkey","0","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","W Coast of Latin America","22848","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Sake","Alcohol","West Africa","39984","High price","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Saori","Crafts","Arabia","2680","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Saori","Crafts","Atlantic Ocean","2680","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Saori","Crafts","Caribbean Sea","2680","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Saori","Crafts","E Coast of Latin America","2680","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Saori","Crafts","East Africa","2680","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
"Japan","Saori","Crafts","Germany","9380","","https://web.archive.org/web/20140214020456/http://uwodbmirror.ivyro.net/eg/main.php?id=85000037"
